station,lat,lng
Jakarta,-6.174417705,106.82943759999999
Cali,3.399959126,-76.49996647
Tunis,36.80277814,10.1796781
Detroit,42.32996014,-83.08005579
Djibouti,11.59501446,43.14800167
Busan,35.09505292,129.0100476
Lagos,6.4432616529999995,3.391531071
Tunis,36.80277814,10.1796781
Dalian,38.92283839,121.6298308
Calabar,4.960406513,8.330023557999999
Hong Kong,22.304980899999997,114.18500929999999
George,-33.95003497,22.45004024
Ayan,56.45424113,138.1673305
Rio Branco,-9.966589336,-67.80000655
Luxembourg,49.61166038,6.130002806
Laoag,18.1988491,120.5936104
Rockford,42.26970542,-89.06969019
Macau,22.20299746,113.54504840000001
Trabzon,40.97999086,39.71999385
Porto Alegre,-30.05001463,-51.20001205
Diyarbakir,37.92043601,40.23004024
Chachapoyas,-6.229608135,-77.87001205
Douala,4.060409769,9.709991006000001
Nairobi,-1.283346742,36.81665686
Algiers,36.763064799999995,3.05055253
Helsinki,60.17556337,24.93412634
Kerman,30.29999676,57.08001949
Kohat,33.60268923,71.43268347
Algiers,36.763064799999995,3.05055253
Lubumbashi,-11.6800248,27.48001745
Zaragoza,41.65000165,-0.8899821379999999
Genoa,44.40998822,8.930038613999999
Christchurch,-43.53503131,172.6300207
Brest,52.09998395,23.69998979
Khartoum,15.58807823,32.53417924
Del Rio,29.36294802,-100.8963843
Santa Lucia,-34.47000324,-56.39997888
Palmerston North,-40.35269326,175.6072033
Cody,44.52321128,-109.05710069999999
Spokane,47.66999595,-117.4199494
Kinshasa,-4.329724102,15.31497188
Beirut,33.87197512,35.50970821
Mostar,43.35049217,17.82003861
Cagliari,39.22239789,9.103981485
Kabul,34.51669029,69.18326005
Lubbock,33.58000327,-101.87996770000001
El Obeid,13.18328961,30.21669796
Manaus,-3.100031719,-60.00001754
Baku,40.39527203,49.86221716
Franceville,-1.633299541,13.58329464
Oxford,51.7704175,-1.2499860040000002
Cincinnati,39.16188479,-84.45692265
Kalispell,48.19776735,-114.31597859999998
Sochi,43.59001243,39.72996741
Kotzebue,66.89869305,-162.5965975
Villahermosa,17.99997235,-92.89997319
San Juan,-31.55002643,-68.51998845
Juba,4.8299751980000005,31.58002559
Houston,29.81997438,-95.33997929
Minneapolis,44.97997927,-93.25178634
Zaragoza,41.65000165,-0.8899821379999999
Medellin,6.2750032739999995,-75.57501001
Albuquerque,35.10497479,-106.64133079999999
Shanghai,31.21645245,121.4365047
South Bend,41.68330711,-86.25001734
Uberaba,-19.7799955,-47.9500037
Kabul,34.51669029,69.18326005
Concord,43.20807192,-71.53804712
Kabul,34.51669029,69.18326005
Khartoum,15.58807823,32.53417924
Irvine,33.68041058,-117.82995020000001
Naryan Mar,67.64740704,53.05742265
Zagreb,45.80000673,15.99999467
Blenheim,-41.52099404,173.9592419
Lusaka,-15.41664427,28.28332759
Kongolo,-5.3794791470000005,26.9799963
El Fasher,13.62998069,25.35001827
Prague,50.08333701,14.46597978
Iquitos,-3.7500178839999996,-73.25000981
Isiro,2.75997235,27.62000891
Jakarta,-6.174417705,106.82943759999999
Kinshasa,-4.329724102,15.31497188
Bunia,1.5604073269999998,30.24000403
Thunder Bay,48.44615013,-89.27497481
Abuja,9.083333149,7.533328002
Las Vegas,35.59701194,-105.2225027
Port Harcourt,4.810002257,7.010000772000001
Monterrey,25.66999514,-100.3299848
Kinshasa,-4.329724102,15.31497188
Kosice,48.73044802,21.25001013
Vancouver,49.27341658,-123.1216442
Pamplona,7.390387389,-72.66001998
Butte,46.0038961,-112.5338394
Macas,-2.309589011,-78.11999679
Lashkar Gah,31.58299802,64.35999955
Bunia,1.5604073269999998,30.24000403
Sochi,43.59001243,39.72996741
Missoula,46.87224103,-113.99305259999998
Vilanculos,-21.99954995,35.31659338
Kisangani,0.520005716,25.22000036
Irkutsk,52.31997052,104.24504759999999
Lahore,31.55997154,74.35002478
Leticia,-4.220015036,-69.93997929
Frankfurt,50.09997683,8.67501542
Atlanta,33.83001385,-84.39994938
Brasilia,-15.78334023,-47.91605229
Sokoto,13.06001548,5.240031289
Shiraz,29.62996014,52.57001054
King Salmon,58.68870323,-156.6613784
Dar es Salaam,-6.800012595,39.26834184
Manado,1.4800246369999999,124.84999140000001
Guadalajara,20.67001609,-103.3300342
Bozeman,45.68009157,-111.0378325
Yogyakarta,-7.77995278,110.37500929999999
Salvador,-12.969971899999999,-38.47998743
Samara,53.19500755,50.15129512
Djibouti,11.59501446,43.14800167
Nairobi,-1.283346742,36.81665686
Pucallpa,-8.368909079,-74.53499597
Detroit,42.32996014,-83.08005579
Lubumbashi,-11.6800248,27.48001745
Sao Paulo,-23.55867959,-46.62501998
Djibouti,11.59501446,43.14800167
Jundiai,-23.19999347,-46.879991499999996
Goma,-1.6787991009999998,29.2217868
Bukavu,-2.509990215,28.8400378
Phuket,7.876533426,98.3815295
Tshikapa,-6.409958884,20.77003943
Rio de Janeiro,-22.92502317,-43.22502079
Juba,4.8299751980000005,31.58002559
Isparta,37.76998008,30.52996049
Buffalo,42.87997825,-78.88000208
Homer,59.64293439,-151.54827969999997
Huambo,-12.74998533,15.76000932
Caracas,10.50099855,-66.91703719
Brisbane,-27.45503091,153.03509269999998
Kinshasa,-4.329724102,15.31497188
Juba,4.8299751980000005,31.58002559
Great Falls,47.50029055,-111.29998700000002
Perm,57.99995974,56.24999263
Miami,25.7876107,-80.22410608
Khartoum,15.58807823,32.53417924
Juba,4.8299751980000005,31.58002559
Juba,4.8299751980000005,31.58002559
Saltillo,25.41995872,-101.0049823
Miami,25.7876107,-80.22410608
Las Palmas,28.09997601,-15.42999902
Tehran,35.67194277,51.42434403
Latacunga,-0.9295698859999999,-78.60996688
Goma,-1.6787991009999998,29.2217868
Perm,57.99995974,56.24999263
Mexico City,19.44244244,-99.1309882
Powell River,49.88371096,-124.5499793
Bologna,44.50042198,11.34002071
Buffalo,42.87997825,-78.88000208
Luxor,25.70001914,32.6500378
Amsterdam,52.34996869,4.9166401760000005
Mogadishu,2.066681334,45.36667761
Tokyo,35.68501691,139.7514074
Harare,-17.81778969,31.04470943
Isiro,2.75997235,27.62000891
Paris,48.86669293,2.333335326
